study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	timeraw	comments
Zhao2009	NA	SD2.5	8.0	SD2.5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD2.5	8.0	hr	NA	1.08039215686275	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD2.5	8.0	SD2.5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD2.5	12.0	hr	NA	1.06078431372549	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD2.5	8.0	SD2.5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD2.5	15.0163934426229	hr	NA	1.07058823529412	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD2.5	8.0	SD2.5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD2.5	24.0	hr	NA	1.02941176470588	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	0.0655737704918034	hr	NA	1.00196078431373	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	0.524590163934426	hr	NA	1.07058823529412	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	0.983606557377048	hr	NA	1.1921568627451	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	1.50819672131148	hr	NA	1.21176470588235	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	1.9672131147541	hr	NA	1.17058823529412	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	2.49180327868852	hr	NA	1.19019607843137	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	3.01639344262295	hr	NA	1.15098039215686	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	4.0	hr	NA	1.13921568627451	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	6.0327868852459	hr	NA	1.14901960784314	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	8.0	hr	NA	1.1	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	12.0	hr	NA	1.07843137254902	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	15.0163934426229	hr	NA	1.07058823529412	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD5	8.0	SD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD5	24.0	hr	NA	1.03725490196078	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	0.0	hr	NA	0.998039215686274	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	0.524590163934426	hr	NA	1.2	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	0.983606557377048	hr	NA	1.29019607843137	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	1.50819672131148	hr	NA	1.29019607843137	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	2.0327868852459	hr	NA	1.28039215686275	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	2.49180327868852	hr	NA	1.35098039215686	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	3.01639344262295	hr	NA	1.33137254901961	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	4.0	hr	NA	1.32156862745098	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	6.0327868852459	hr	NA	1.25098039215686	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	8.0	hr	NA	1.15098039215686	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	12.0	hr	NA	1.10196078431373	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	15.0163934426229	hr	NA	1.07058823529412	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD10	8.0	SD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD10	24.0	hr	NA	1.01960784313725	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	0.0655737704918034	hr	NA	1.0	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	0.524590163934426	hr	NA	1.36078431372549	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	0.983606557377048	hr	NA	1.34117647058824	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	1.50819672131148	hr	NA	1.39019607843137	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	2.0327868852459	hr	NA	1.44117647058824	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	2.49180327868852	hr	NA	1.44117647058824	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	3.01639344262295	hr	NA	1.41176470588235	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	4.0	hr	NA	1.38039215686275	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	6.0327868852459	hr	NA	1.29019607843137	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	8.0	hr	NA	1.22156862745098	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	12.0	hr	NA	1.11960784313725	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	15.0163934426229	hr	NA	1.09019607843137	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD20	8.0	SD20	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD20	24.0	hr	NA	1.03921568627451	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	0.0655737704918034	hr	NA	0.998039215686274	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	0.524590163934426	hr	NA	1.38039215686275	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	0.983606557377048	hr	NA	1.42156862745098	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	1.50819672131148	hr	NA	1.4	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	2.0327868852459	hr	NA	1.38039215686275	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	2.49180327868852	hr	NA	1.31176470588235	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	2.95081967213115	hr	NA	1.27058823529412	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	4.0655737704918	hr	NA	1.23137254901961	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	6.0327868852459	hr	NA	1.18039215686274	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	8.0	hr	NA	1.10980392156863	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	12.0	hr	NA	1.08039215686275	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	15.0163934426229	hr	NA	1.08823529411765	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	SD40	8.0	SD40	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_SD40	24.0	hr	NA	1.02941176470588	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.0	days	NA	1.0	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.013513513513514	days	NA	1.02758620689655	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.027027027027027	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.054054054054054	days	NA	1.0183908045977	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.081081081081081	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.108108108108108	days	NA	1.0183908045977	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.121621621621622	days	NA	0.99080459770115	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.162162162162162	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.256756756756757	days	NA	1.0183908045977	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.324324324324324	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.5	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	0.635135135135135	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	1.01351351351351	days	NA	1.00919540229885	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	4.0	days	NA	NA	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	5.01333333333333	days	NA	1.02742857142857	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	5.04	days	NA	1.0	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	5.05333333333333	days	NA	0.990857142857143	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	5.08	days	NA	0.990857142857143	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MDP	8.0	MDP	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MDP	5.09333333333333	days	NA	1.0	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.0	days	NA	0.99080459770115	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.027027027027027	days	NA	1.20229885057471	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.054054054054054	days	NA	1.21149425287356	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.067567567567568	days	NA	1.22068965517241	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.094594594594595	days	NA	1.21149425287356	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.121621621621622	days	NA	1.27586206896552	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.162162162162162	days	NA	1.19310344827586	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.243243243243243	days	NA	1.14712643678161	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.324324324324324	days	NA	1.0551724137931	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.5	days	NA	1.0551724137931	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	0.621621621621622	days	NA	1.02758620689655	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	1.0	days	NA	0.981609195402299	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	4.0	days	NA	NA	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.0	days	NA	1.03657142857143	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.01333333333333	days	NA	1.16457142857143	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.04	days	NA	1.192	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.05333333333333	days	NA	1.26514285714286	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.08	days	NA	1.26514285714286	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.09333333333333	days	NA	1.24685714285714	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.12	days	NA	1.23771428571429	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.16	days	NA	1.192	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.25333333333333	days	NA	1.15542857142857	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.33333333333333	days	NA	1.07314285714286	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.49333333333333	days	NA	1.00914285714286	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	5.62666666666667	days	NA	1.00914285714286	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	6.49333333333333	days	NA	0.990857142857143	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD5	8.0	MD5	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD5	7.0	days	NA	0.990857142857143	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.0	days	NA	0.981609195402299	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.027027027027027	days	NA	1.04597701149425	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.040540540540541	days	NA	1.17471264367816	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.067567567567568	days	NA	1.34022988505747	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.081081081081081	days	NA	1.26666666666667	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.094594594594595	days	NA	1.31264367816092	NA	NA	NA	dimensionless	NA	NA
Zhao2009	NA	MD10	8.0	MD10	prothrombin time (change relative)	NA	plasma	coagulation assay	prothrombin time (change relative)_MD10	0.108108108108108	days	NA	1.30344827586207	NA	NA	NA	dimensionless	NA	NA
