study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Liu2024	NA	fed_20	22.0	fed_20	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_20	8.0	hr	NA	96.4738123445861	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_20	22.0	fed_20	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_20	12.0	hr	NA	60.8116025048497	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_15	36.0	fasted_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_15	0.0	hr	NA	358.112770306336	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_15	36.0	fasted_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_15	3.0	hr	NA	455.257059535744	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_15	36.0	fasted_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_15	8.0	hr	NA	374.666388928669	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_15	36.0	fasted_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_15	12.0	hr	NA	367.183736704379	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_15	36.0	fed_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_15	0.0	hr	NA	12.3875486583952	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_15	36.0	fed_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_15	3.0	hr	NA	213.120516592676	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_15	36.0	fed_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_15	8.0	hr	NA	57.0588847951466	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_15	36.0	fed_15	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_15	12.0	hr	NA	12.3842939162361	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_10	106.0	fasted_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_10	0.0	hr	NA	359.235656351304	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_10	106.0	fasted_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_10	3.0	hr	NA	442.869510877349	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_10	106.0	fasted_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_10	8.0	hr	NA	379.174206819336	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fasted_10	106.0	fasted_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fasted_10	12.0	hr	NA	362.679173555871	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_10	79.0	fed_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_10	0.0	hr	NA	358.112770306336	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_10	79.0	fed_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_10	3.0	hr	NA	478.906016065408	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_10	79.0	fed_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_10	8.0	hr	NA	372.417362096575	NA	NA	NA	ng/ml	NA	NA
Liu2024	NA	fed_10	79.0	fed_10	Anti-factor Xa activity	NA	plasma	coagulation assay	Anti-factor Xa activity_fed_10	12.0	hr	NA	348.039343323222	NA	NA	NA	ng/ml	NA	NA
