,pmid,title,author,pubdate,keywords,prob,pmcid,table_info
10,29127863,Pharmacokinetics of dabigatran etexilate and rivaroxaban in patients with short bowel syndrome requiring parenteral nutrition: The PDER PAN study.,YW Cheung; S Barco; RAA Mathôt; EJ van den Dool; AK Stroobants; MJ Serlie; S Middeldorp; M Coppens,2017,Anticoagulants; Dabigatran etexilate; Parenteral nutrition; Pharmacokinetics; Rivaroxaban; Short bowel syndrome,0.9977250695228577,,
11,32633174,Effects of ticagrelor on the pharmacokinetics of rivaroxaban in rats.,J Chong; H Chen; D Dai; S Wang; Q Zhou; J Liu; Y Lü; H Wu; M Du; F Chen; H Jiang; Y Zhou; J Yang,2020,Anticoagulation; UPLC-MS/MS; atrial fibrillation; drug–drug interaction; rat liver microsomes,0.9976189732551575,PMC7470163,PK - Table 1 | Study Population - None
12,19660005,"Safety, pharmacokinetics and pharmacodynamics of single/multiple doses of the oral, direct Factor Xa inhibitor rivaroxaban in healthy Chinese subjects.",X Zhao; P Sun; Y Zhou; Y Liu; H Zhang; W Mueck; D Kubitza; RJ Bauer; H Zhang; Y Cui,2009,,0.9973961114883423,PMC2732942,
13,20062915,"Safety, pharmacokinetics and pharmacodynamics of single doses of rivaroxaban - an oral, direct factor Xa inhibitor - in elderly Chinese subjects.",J Jiang; Y Hu; J Zhang; J Yang; W Mueck; D Kubitza; RJ Bauer; L Meng; P Hu,2010,,0.9973270893096924,,
14,30534007,"Exploratory evaluation of pharmacodynamics, pharmacokinetics and safety of rivaroxaban in children and adolescents: an EINSTEIN-Jr phase I study.",D Kubitza; S Willmann; M Becka; K Thelen; G Young; LR Brandão; P Monagle; C Male; A Chan; G Kennet; I Martinelli; P Saracco; AWA Lensing,2018,Developmental hemostasis; Pharmacodynamics; Pharmacokinetics; Rivaroxaban; Venous thromboembolism,0.9967948794364929,PMC6278122,
15,23458226,The effect of food on the absorption and pharmacokinetics of rivaroxaban.,J Stampfuss; D Kubitza; M Becka; W Mueck,2013,,0.9967807531356812,,
16,34366151,Pharmacokinetics of Direct Oral Anticoagulants in Patients With Atrial Fibrillation and Extreme Obesity.,V Russo; D Cattaneo; L Giannetti; R Bottino; N Laezza; U Atripaldi; E Clementi,2021,DOACs; atrial fibrillation; obesity; pharmacokinetics,0.9962490200996399,,
17,32959922,Effects of Hypericum perforatum (St John's wort) on the pharmacokinetics and pharmacodynamics of rivaroxaban in humans.,I Scholz; E Liakoni; F Hammann; KE Grafinger; U Duthaler; M Nagler; S Krähenbühl; M Haschke,2021,CYP3A4; Hypericum perforatum; P-glycoprotein; St John's wort; cytochrome P450; drug interaction; phenotyping; rivaroxaban,0.9957946538925171,,
18,16198660,"Safety, pharmacodynamics, and pharmacokinetics of single doses of BAY 59-7939, an oral, direct factor Xa inhibitor.",D Kubitza; M Becka; B Voith; M Zuehlsdorf; G Wensing,2005,,0.9957665205001831,,
19,23381840,"The influence of age and gender on the pharmacokinetics and pharmacodynamics of rivaroxaban--an oral, direct Factor Xa inhibitor.",D Kubitza; M Becka; A Roth; W Mueck,2013,,0.9956068396568298,,
20,27599304,Pharmacokinetic and pharmacodynamic evaluation of oral rivaroxaban in healthy adult cats.,AC Dixon-Jimenez; BM Brainard; MB Brooks; B Nie; RD Arnold; D Loper; JC Abrams; GS Rapoport,2016,anticoagulant therapy; feline; hemostasis; oral FXa inhibitor,0.9947466254234314,,
21,26597179,Pharmacokinetics and Pharmacodynamics of the Nonvitamin K Antagonist Oral Anticoagulant Edoxaban When Administered Alone or After Switching from Rivaroxaban or Dabigatran Etexilate in Healthy Subjects.,DA Parasrampuria; D Weilert; JF Maa; V Dishy; J Kochan; M Shi; KS Brown,2016,,0.9938862919807434,PMC4740573,
22,25804678,Dose-finding study of rivaroxaban in hemodialysis patients.,AS De Vriese; R Caluwé; E Bailleul; D De Bacquer; D Borrey; B Van Vlem; SJ Vandecasteele; J Emmerechts,2015,Hemodialysis; anti-FXa activity; anticoagulant; area under the curve (AUC); atrial fibrillation; dose adjustment; dose finding; dosing guideline; end-stage renal disease (ESRD); pharmacodynamics; pharmacokinetics; rivaroxaban; stroke,0.9934852719306946,,
23,30725221,Downregulation of ABCB1 gene in patients with total hip or knee arthroplasty influences pharmacokinetics of rivaroxaban: a population pharmacokinetic-pharmacodynamic study.,J Zdovc; M Petre; M Pišlar; K Repnik; A Mrhar; M Vogrin; U Potočnik; I Grabnar,2019,ABCB1 expression; Orthopedic surgery; Population pharmacokinetics/pharmacodynamics; Rivaroxaban,0.9932209253311157,,
24,16638738,"Effect of food, an antacid, and the H2 antagonist ranitidine on the absorption of BAY 59-7939 (rivaroxaban), an oral, direct factor Xa inhibitor, in healthy subjects.",D Kubitza; M Becka; M Zuehlsdorf; W Mueck,2006,,0.9931285381317139,,
25,32246743,Rivaroxaban for treatment of pediatric venous thromboembolism. An Einstein-Jr phase 3 dose-exposure-response evaluation.,G Young; AWA Lensing; P Monagle; C Male; K Thelen; S Willmann; JS Palumbo; R Kumar; I Nurmeev; K Hege; F Bajolle; P Connor; HL Hooimeijer; M Torres; AKC Chan; G Kenet; S Holzhauer; A Santamaría; P Amedro; J Beyer-Westendorf; I Martinelli; MP Massicotte; WT Smith; SD Berkowitz; S Schmidt; V Price; MH Prins; D Kubitza; ,2020,anticoagulation; bodyweight-adjusted dosing; pediatric patients; pharmacokinetics; rivaroxaban; suspension; venous thromboembolism,0.9928784966468811,,
26,21895039,Rivaroxaban: population pharmacokinetic analyses in patients treated for acute deep-vein thrombosis and exposure simulations in patients with atrial fibrillation treated for stroke prevention.,W Mueck; AW Lensing; G Agnelli; H Decousus; P Prandoni; F Misselwitz,2011,,0.9927310347557068,,
27,16328318,"Safety, pharmacodynamics, and pharmacokinetics of BAY 59-7939--an oral, direct Factor Xa inhibitor--after multiple dosing in healthy male subjects.",D Kubitza; M Becka; G Wensing; B Voith; M Zuehlsdorf,2005,,0.9927067160606384,,
28,30151746,Simultaneous Determination of Rivaroxaban and Enalapril in Rat Plasma by UPLC-MS/MS and Its Application to A Pharmacokinetic Interaction Study.,S Zheng; SB Luo; YB Mei; J Guo; LJ Tong; Q Zhang; XY Ye,2019,,0.9921591281890869,,
29,30534008,Pharmacokinetics of rivaroxaban in children using physiologically based and population pharmacokinetic modelling: an EINSTEIN-Jr phase I study.,S Willmann; K Thelen; D Kubitza; AWA Lensing; M Frede; K Coboeken; J Stampfuss; R Burghaus; W Mück; J Lippert,2018,Pediatric; Pharmacokinetics; Physiologically based pharmacokinetic modelling; Rivaroxaban,0.9917232394218445,PMC6278136,
30,21822144,"Effect of multiple doses of omeprazole on the pharmacokinetics, pharmacodynamics, and safety of a single dose of rivaroxaban.",KT Moore; AN Plotnikov; A Thyssen; N Vaccaro; J Ariyawansa; PB Burton,2011,,0.9908050298690796,,
31,30216091,"Pharmacokinetics of anticoagulants apixaban, dabigatran, edoxaban and rivaroxaban in elderly Japanese patients with atrial fibrillation treated in one general hospital.",M Yamazaki-Nishioka; M Kogiku; M Noda; S Endo; M Takekawa; H Kishi; M Ota; Y Notsu; M Shimizu; H Yamazaki,2019,Anticoagulants; insufficient dose; overdose; pharmacokinetic modeling; renal impairment,0.9907519817352295,,
32,29660785,Integrated Population Pharmacokinetic Analysis of Rivaroxaban Across Multiple Patient Populations.,S Willmann; L Zhang; M Frede; D Kubitza; W Mueck; S Schmidt; A Solms; X Yan; D Garmann,2018,,0.9905315637588501,PMC5980303,
33,27511836,"Population Pharmacokinetic and Pharmacodynamic Modeling Analysis of GCC-4401C, a Novel Direct Factor Xa Inhibitor, in Healthy Volunteers.",HY Choi; S Choi; YH Kim; HS Lim,2016,,0.9882475733757019,PMC5080649,PK - Table 2 | Study Population - Table 1
34,31898270,Sustained release and enhanced oral bioavailability of rivaroxaban by PLGA nanoparticles with no food effect.,MK Anwer; M Mohammad; M Iqbal; MN Ansari; E Ezzeldin; F Fatima; SM Alshahrani; MF Aldawsari; A Alalaiwe; AA Alzahrani; AM Aldayel,2020,Bioavailability; Food effect; Nanoparticles; PLGA; Rivaroxaban,0.988081693649292,,
35,33143037,Effects of Carbamazepine and Phenytoin on Pharmacokinetics and Pharmacodynamics of Rivaroxaban.,LT Ngo; SY Yang; QT Tran; SK Kim; HY Yun; JW Chae,2020,carbamazepine; drug interaction; pharmacodynamics; pharmacokinetics; phenytoin; rivaroxaban,0.9864329695701599,PMC7693231,"PK - Table 1, Table 4 | Study Population - None"
36,34256392,Pharmacokinetics of direct oral anticoagulants in emergency situations - Results of the prospective observational RADOA-registry.,E Lindhoff-Last; I Birschmann; J Kuhn; S Lindau; S Konstantinides; O Grottke; U Nowak-Göttl; J Lucks; B Zydek; C von Heymann; A Sümnig; J Beyer-Westendorf; S Schellong; P Meybohm; A Greinacher; E Herrmann,2021,,0.9855389595031738,PMC9113852,PK - None | Study Population - Table 1
37,27893182,Interindividual variability in dabigatran and rivaroxaban exposure: contribution of ABCB1 genetic polymorphisms and interaction with clarithromycin.,I Gouin-Thibault; X Delavenne; A Blanchard; V Siguret; JE Salem; C Narjoz; P Gaussem; P Beaune; C Funck-Brentano; M Azizi; P Mismetti; MA Loriot,2017,P-gp transporter; anticoagulant; drug interactions; pharmacogenetics; pharmacokinetics,0.9853519797325134,,
38,29637496,Preparation and Optimization of Rivaroxaban by Self-Nanoemulsifying Drug Delivery System (SNEDDS) for Enhanced Oral Bioavailability and No Food Effect.,X Xue; M Cao; L Ren; Y Qian; G Chen,2018,LC-MS; SNEDDS; central composite design; no food effect; rivaroxaban,0.9842817187309265,,
39,30912163,Perpetrator effects of ciclosporin (P-glycoprotein inhibitor) and its combination with fluconazole (CYP3A inhibitor) on the pharmacokinetics of rivaroxaban in healthy volunteers.,A Brings; ML Lehmann; KI Foerster; J Burhenne; J Weiss; WE Haefeli; D Czock,2019,ciclosporin; cytochrome P450 CYP3A; drug-drug interaction; fluconazole; midazolam; pharmacokinetics; rivaroxaban,0.9841614961624146,PMC6595291,
40,27910037,Effect of Activated Charcoal on Rivaroxaban Complex Absorption.,E Ollier; S Hodin; J Lanoiselée; J Escal; S Accassat; E De Magalhaes; T Basset; L Bertoletti; P Mismetti; X Delavenne,2017,,0.983930766582489,,
41,28805299,Dissociation between the pharmacokinetics and pharmacodynamics of once-daily rivaroxaban and twice-daily apixaban: a randomized crossover study.,R Kreutz; PB Persson; D Kubitza; K Thelen; S Heitmeier; S Schwers; M Becka; M Hemmrich,2017,activated partial thromboplastin time; apixaban; direct factor Xa inhibitors; prothrombin time; rivaroxaban; thrombin generation,0.9837257266044617,,
42,22242932,Population pharmacokinetics and pharmacodynamics of rivaroxaban in patients with acute coronary syndromes.,XS Xu; K Moore; P Burton; K Stuyckens; W Mueck; S Rossenu; A Plotnikov; M Gibson; A Vermeulen,2012,,0.9833364486694336,PMC3394132,
43,20947383,Pharmacokinetics and pharmacodynamics of rivaroxaban and its effect on biomarkers of hypercoagulability in patients with chronic heart failure.,M Gheorghiade; A Thyssen; R Zolynas; VK Nadar; BH Greenberg; M Mehra; X Sun; H Tian; AN Plotnikov; P Burton,2011,,0.9827213883399963,,
44,33356742,Chitosan caged liposomes for improving oral bioavailability of rivaroxaban: in vitro and in vivo evaluation.,MK Elsayad; HA Mowafy; AA Zaky; AM Samy,2021,Rivaroxaban; chitosan-coated liposomes; flexible liposomes,0.9821380376815796,,
45,23912563,Development of a paediatric population-based model of the pharmacokinetics of rivaroxaban.,S Willmann; C Becker; R Burghaus; K Coboeken; A Edginton; J Lippert; HU Siegmund; K Thelen; W Mück,2014,,0.9812982082366943,PMC3889826,
46,31184800,Sustained safe and effective anticoagulation using Edoxaban via percutaneous endoscopic gastrostomy.,M Galli; D D'Amario; F Andreotti; I Porto; R Vergallo; M Sabatelli; S Lancellotti; E Meleo; R De Cristofaro; F Crea,2019,Amyotrophic lateral sclerosis; Atrial fibrillation; Edoxaban; Percutaneous endoscopic gastrostomy; Takotsubo syndrome,0.9810957312583923,PMC6676270,
47,29194698,Impaired Rivaroxaban Clearance in Mild Renal Insufficiency With Verapamil Coadministration: Potential Implications for Bleeding Risk and Dose Selection.,DJ Greenblatt; M Patel; JS Harmatz; WT Nicholson; CM Rubino; CR Chow,2018,Factor Xa inhibitor; bleeding risk; drug interactions; renal insufficiency; rivaroxaban; verapamil,0.9809819459915161,,
48,31514543,Liquid chromatography-tandem mass spectrometry method for determination of rivaroxaban in human plasma and its application to a pharmacokinetic study.,K Shaikh; A Mungantiwar; S Halde; N Pandita,2020,Rivaroxaban; bioavailability; bioequivalence; liquid chromatography/tandem mass spectrometry; pharmacokinetics,0.9798123836517334,,
49,18307374,"Population pharmacokinetics and pharmacodynamics of rivaroxaban--an oral, direct factor Xa inhibitor--in patients undergoing major orthopaedic surgery.",W Mueck; BI Eriksson; KA Bauer; L Borris; OE Dahl; WD Fisher; M Gent; S Haas; MV Huisman; AK Kakkar; P Kälebo; LM Kwong; F Misselwitz; AG Turpie,2008,,0.9791394472122192,,
50,32007354,Factor Xa inhibitors in clinical practice: Comparison of pharmacokinetic profiles.,E Goto; S Horinaka; T Ishimitsu; T Kato,2020,Apixaban; Atrial fibrillation; Edoxaban; Plasma concentration; Population pharmacokinetics; Rivaroxaban; Venous thromboembolism; anti-FXa activity,0.9729199409484863,,
51,30046688,The impact of body weight on rivaroxaban pharmacokinetics.,SJ Barsam; JP Patel; LN Roberts; V Kavarthapu; RK Patel; B Green; R Arya,2017,anticoagulation; obesity; pharmacokinetics; rivaroxaban; weight,0.9705552458763123,PMC6058267,
52,24668660,Population pharmacokinetics and pharmacodynamics of rivaroxaban in patients with non-valvular atrial fibrillation: results from ROCKET AF.,IG Girgis; MR Patel; GR Peters; KT Moore; KW Mahaffey; CC Nessel; JL Halperin; RM Califf; KA Fox; RC Becker,2014,anticoagulants/administration and dosage; anticoagulants/pharmacokinetics; atrial fibrillation/drug therapy; humans; rivaroxaban PK/PD,0.9673359990119934,,
53,31845601,LC-MS/MS method for simultaneous determination of rivaroxaban and metformin in rat plasma: application to pharmacokinetic interaction study.,S Gai; A Huang; T Feng; N Gou; X Wang; C Lu; H Tang; D Xu; B Zhang; L Wang,2019,LC–MS/MS; metformin; pharmacokinetic interactions; rivaroxaban,0.9666823148727417,,
54,23999929,Clinical pharmacokinetic and pharmacodynamic profile of rivaroxaban.,W Mueck; J Stampfuss; D Kubitza; M Becka,2014,,0.9654511213302612,PMC3889701,"PK - Table 1, Table 3 | Study Population - None"
55,33885176,Sensitive LC-MS/MS method for quantification of rivaroxaban in plasma: Application to pharmacokinetic studies.,AC de Oliveira; MG Davanço; DR de Campos; PHG Sanches; JPG Cirino; PO Carvalho; MA Antônio; EC Coelho; AM Porcari,2021,LC-MS/MS; bioanalytical method; pharmacokinetics; rivaroxaban; validation,0.9651543498039246,,
56,30893910,Effects of Verapamil and Diltiazem on the Pharmacokinetics and Pharmacodynamics of Rivaroxaban.,M Kim; H Son; K Noh; E Kim; BS Shin; W Kang,2019,PK/PD modeling; drug–drug interaction; prothrombin time; rivaroxaban; verapamil,0.9643714427947998,PMC6470838,"PK - Table 1, Table 3 | Study Population - None"
57,32511863,Fixed dose rivaroxaban can be used in extremes of bodyweight: A population pharmacokinetic analysis.,V Speed; B Green; LN Roberts; S Woolcombe; J Bartoli-Abdou; S Barsam; R Byrne; E Gee; J Czuprynska; A Brown; S Duffy; B Vadher; R Patel; V Scott; A Gazes; RK Patel; R Arya; JP Patel,2020,anticoagulants; body weight; drug monitoring; pharmacokinetics; rivaroxaban,0.9620065093040466,,
58,32767034,Assessment of Dose Proportionality of Rivaroxaban Nanocrystals.,H Demir; T Gulsun; MH Ozkan; E Nemutlu; S Sahin; L Öner,2020,dissolution rate; dose proportionality; nanocrystals; pharmacokinetics; rivaroxaban,0.9594497084617615,,
59,24281379,"Effect of co-administration of rivaroxaban and clopidogrel on bleeding time, pharmacodynamics and pharmacokinetics: a phase I study.",D Kubitza; M Becka; W Mück; S Schwers,2012,,0.9593896865844727,PMC3763640,PK - Table 1 | Study Population - None
60,31849262,Simultaneous determination of Rivaroxaban and TAK-438 in rat plasma by LC-MS/MS: application to pharmacokinetic interaction study.,L Wang; S Gai; X Zhang; X Xu; N Gou; X Wang; N Zhou; T Feng,2020,LC–MS/MS; TAK-438; pharmacokinetic interactions; rivaroxaban,0.9573403000831604,,
61,30411284,Serum Concentrations and Elimination Rates of Direct-Acting Oral Anticoagulants (DOACs) in Older Hip Fracture Patients Hospitalized for Surgery: A Pilot Study.,KK Viktil; I Lehre; AH Ranhoff; E Molden,2019,,0.9545273780822754,,
62,34292671,Population pharmacokinetic analysis of rivaroxaban in children and comparison to prospective physiologically-based pharmacokinetic predictions.,S Willmann; K Coboeken; Y Zhang; H Mayer; I Ince; E Mesic; K Thelen; D Kubitza; AWA Lensing; H Yang; P Zhu; W Mück; HJ Drenth; J Lippert,2021,,0.9504715204238892,PMC8520753,PK - TABLE 2 | Study Population - None
63,25475601,Switching from rivaroxaban to warfarin: an open label pharmacodynamic study in healthy subjects.,KT Moore; W Byra; S Vaidyanathan; J Natarajan; J Ariyawansa; H Salih; KC Turner,2015,pharmacodynamic; pharmacokinetic; rivaroxaban; switching; warfarin,0.9499913454055786,PMC4456123,PK - Table 2 | Study Population - Table 1
64,33752054,HPLC-UV determination of erdafitinib in mouse plasma and its application to pharmacokinetic studies.,T Elawady; A Khedr; N El-Enany; F Belal,2021,Erdafitinib; HPLC; Mouse plasma; Pharmacokinetic,0.947733461856842,,
65,19196845,"Metabolism and excretion of rivaroxaban, an oral, direct factor Xa inhibitor, in rats, dogs, and humans.",C Weinz; T Schwarz; D Kubitza; W Mueck; D Lang,2009,,0.9450097680091858,,
66,31215111,Rivaroxaban pharmacodynamics in healthy volunteers evaluated with thrombin generation and the active protein C system: Modeling and assessing interindividual variability.,V Siguret; J Abdoul; X Delavenne; E Curis; A Carlo; A Blanchard; JE Salem; P Gaussem; C Funck-Brentano; M Azizi; P Mismetti; MA Loriot; T Lecompte; I Gouin-Thibault,2019,healthy volunteers; pharmacodynamic model; rivaroxaban; thrombin generation; thrombomodulin,0.9442775845527649,,
67,24964176,"An open-label study to estimate the effect of steady-state erythromycin on the pharmacokinetics, pharmacodynamics, and safety of a single dose of rivaroxaban in subjects with renal impairment and normal renal function.",KT Moore; S Vaidyanathan; J Natarajan; J Ariyawansa; L Haskell; KC Turner,2014,drug-drug-disease interaction; erythromycin; pharmacokinetics; renal impairment; rivaroxaban,0.9437921643257141,PMC4241044,"PK - Table 2, Table 3, Table 4 | Study Population - Table 1"
68,31276324,Enhancing the Quality of Rivaroxaban Exposure Estimates Using Prothrombin Time in the Absence of Pharmacokinetic Sampling.,A Solms; M Frede; SD Berkowitz; A Hermanowski-Vosatka; D Kubitza; W Mueck; TE Spiro; S Willmann; X Yan; L Zhang; D Garmann,2019,,0.9410118460655212,PMC6875705,PK - Table 2 | Study Population - None
69,30192025,Rivaroxaban and macitentan can be coadministered without dose adjustment but the combination of rivaroxaban and St John's wort should be avoided.,A Huppertz; L Werntz; AD Meid; KI Foerster; J Burhenne; D Czock; G Mikus; WE Haefeli,2018,Saint John's wort; macitentan; pharmacokinetic interaction; rivaroxaban,0.9401998519897461,PMC6255992,
70,25479967,Anticoagulation intensity of rivaroxaban for stroke patients at a special low dosage in Japan.,T Okata; K Toyoda; A Okamoto; T Miyata; K Nagatsuka; K Minematsu,2014,,0.9401874542236328,PMC4257912,
71,29572341,In Vitro Assessment of Pharmacokinetic Drug-Drug Interactions of Direct Oral Anticoagulants: Type 5-Phosphodiesterase Inhibitors Are Inhibitors of Rivaroxaban and Apixaban Efflux by P-Glycoprotein.,V Margelidon-Cozzolino; S Hodin; E Jacqueroux; O Delézay; L Bertoletti; X Delavenne,2018,,0.9358649849891663,,
72,29192518,In vitro dissolution method fitted to in vivo absorption profile of rivaroxaban immediate-release tablets applying in silico data.,NR Wingert; NO Dos Santos; SC Campanharo; ES Simon; NM Volpato; M Steppe,2018,Rivaroxaban; dissolution; in silico data; in vitro–in vivo relationship; method validation,0.9300776124000549,,
73,29239000,Minimal Physiologically Based Pharmacokinetic and Drug-Drug-Disease Interaction Model of Rivaroxaban and Verapamil in Healthy and Renally Impaired Subjects.,M Ismail; VH Lee; CR Chow; CM Rubino,2018,drug-disease interaction; drug-drug interaction; physiologically based pharmacokinetic model; renal impairment; rivaroxaban; verapamil,0.9300463795661926,,
74,30349887,Peak plasma concentration of direct oral anticoagulants in obese patients weighing over 120 kilograms: A retrospective study.,S Piran; H Traquair; N Chan; V Bhagirath; S Schulman,2018,anticoagulants; laboratories; obesity; pharmacology; thrombosis,0.9235969185829163,PMC6178753,
75,24528331,Pharmacodynamics and pharmacokinetics during the transition from warfarin to rivaroxaban: a randomized study in healthy subjects.,D Kubitza; M Becka; W Mück; J Krätzschmar,2014,international normalized ratio; pharmacodynamics; prothrombin time; rivaroxaban; therapy transition; warfarin,0.9222432971000671,PMC4137827,PK - Table 3 | Study Population - Table 1
76,33205449,Applications of Physiologically Based Pharmacokinetic Modeling of Rivaroxaban-Renal and Hepatic Impairment and Drug-Drug Interaction Potential.,S Willmann; K Coboeken; S Kapsa; K Thelen; M Mundhenke; K Fischer; B Hügl; W Mück,2021,drug-drug interaction; hepatic impairment; pharmacokinetics; physiologically based pharmacokinetic modeling; renal impairment; rivaroxaban,0.9143773913383484,PMC8048900,PK - None | Study Population - None
77,19351271,"Rivaroxaban, a new, oral, direct factor Xa inhibitor for thromboprophylaxis after major joint arthroplasty.",LC Borris,2009,,0.9089009761810303,,
78,29376194,Residual rivaroxaban exposure after discontinuation of anticoagulant therapy in patients undergoing cardiac catheterization.,MHJ Wiesen; C Blaich; M Taubert; V Jennissen; T Streichert; R Pfister; G Michels,2018,Anti-Xa assay; Cardiac catheterization; Discontinuation; Mass spectrometry; Oral anticoagulation; Rivaroxaban,0.9053708910942078,,
79,26842561,Evaluation of a Heparin-Calibrated Antifactor Xa Assay for Measuring the Anticoagulant Effect of Oral Direct Xa Inhibitors.,J Beyer; T Trujillo; S Fisher; A Ko; SE Lind; TH Kiser,2016,anticoagulants; clinical pharmacology; factor Xa inhibitors,0.9033551216125488,,
80,31617197,"Effect of CYP3A4, CYP3A5, ABCB1 Gene Polymorphisms on Rivaroxaban Pharmacokinetics in Patients Undergoing Total Hip and Knee Replacement Surgery.",D Sychev; R Minnigulov; P Bochkov; K Ryzhikova; I Yudina; A Lychagin; T Morozova,2019,Drug concentration; Gene polymorphisms; P-glycoprotein; Pharmacogenetics; Rivaroxaban; Thromboprophylaxis,0.9025876522064209,,
81,24861792,"Direct oral anticoagulants--pharmacology, drug interactions, and side effects.",CE Dempfle,2014,,0.8990461826324463,,
82,25240443,Rivaroxaban presents a better pharmacokinetic profile than dabigatran in an obese non-diabetic stroke patient.,A Safouris; A Demulder; N Triantafyllou; G Tsivgoulis,2014,,0.8957930207252502,,
83,27121789,Investigation of Pharmacodynamic and Pharmacokinetic Interactions Between Rivaroxaban and Enoxaparin in Healthy Male Subjects.,D Kubitza; M Becka; S Schwers; B Voith,2013,enoxaparin; pharmacodynamics; pharmacokinetics; rivaroxaban,0.8930615782737732,,
84,33800741,The Development and Optimization of Hot-Melt Extruded Amorphous Solid Dispersions Containing Rivaroxaban in Combination with Polymers.,JH Lee; HS Jeong; JW Jeong; TS Koo; DK Kim; YH Cho; GW Lee,2021,amorphous solid dispersion (ASD); bioavailability; hot-melt extruding technique; quality by design (QbD); rivaroxaban (RXB),0.8920025825500488,PMC8001048,PK - Table 6 | Study Population - None
85,30859645,Therapeutic monitoring of rivaroxaban in dogs using thromboelastography and prothrombin time.,J Bae; H Kim; W Kim; S Kim; J Park; DI Jung; D Yu,2019,TEG; anti-Xa; oral anticoagulant; point-of-care PT test,0.8788200616836548,PMC6524124,
86,28682477,Preclinical safety and efficacy of andexanet alfa in animal models.,G Lu; SJ Hollenbach; DC Baker; S Tan; A Hutchaleelaha; JT Curnutte; PB Conley,2017,andexanet; antidote; biomarker; bleeding; factor Xa inhibitor; recombinant protein,0.8720859885215759,,
87,25179681,"Design, synthesis, and structure-activity and structure-pharmacokinetic relationship studies of novel [6,6,5] tricyclic fused oxazolidinones leading to the discovery of a potent, selective, and orally bioavailable FXa inhibitor.",T Xue; S Ding; B Guo; Y Zhou; P Sun; H Wang; W Chu; G Gong; Y Wang; X Chen; Y Yang,2014,,0.8672487735748291,,
88,33672439,"On Absorption Modeling and Food Effect Prediction of Rivaroxaban, a BCS II Drug Orally Administered as an Immediate-Release Tablet.",V Kushwah; S Arora; M Tamás Katona; D Modhave; E Fröhlich; A Paudel,2021,BCS Class II; Rivaroxaban; Xarelto; food effect; in vitro–in vivo correlation; physiologically based pharmacokinetic model; population kinetics,0.8656840324401855,PMC7923293,"PK - Table 3, Table 5, Table 6, Table 7, Table 8, Table 9 | Study Population - None"
