study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	raw	mean_unit	value_unit
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.686391314338235	days		1.15078125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.703911994485294	days		1.16796875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.729997702205882	days		1.2203125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.744933363970588	days		1.1890625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.771179917279412	days		1.21953125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.791980698529412	days		1.190625						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.827200137867647	days		1.20078125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	0.915803079044118	days		1.15078125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	1.00169462316176	days		1.06953125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	4.0	days								dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	6.99412628487518	days		1.08125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.01468428781204	days		1.1609375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.03230543318649	days		1.209375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.05580029368576	days		1.2484375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.07635829662261	days		1.21953125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.12334801762115	days		1.2109375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.16446402349486	days		1.1984375						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.23788546255507	days		1.15078125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.33186490455213	days		1.09921875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.49339207048458	days		1.0421875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	7.62261380323054	days		1.01875						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	8.00146842878121	days		0.96953125						dimensionless	dimensionless
Kubitza2005		TID5	7.0	TID5	aPTT (change relative)		plasma	coagulation assay	aPTT (change relative)_TID5	9.0	days		0.959375						dimensionless	dimensionless
