study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Kubitza2005a	T15	7.0	T15	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	1408.0	28	NA	NA	NA	NA	NA	µg/l*hr	NA
Kubitza2005a	T15	7.0	T15	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	1.25	0.75	4.0	NA	NA	hr	NA
Kubitza2005a	T15	7.0	T15	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	11.5	43	NA	NA	NA	NA	NA	hr	NA
Kubitza2005a	T20	7.0	T20	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	1612.0	36.1	NA	859.0	2193.0	NA	NA	µg/l*hr	NA
Kubitza2005a	T20	7.0	T20	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	173.0	35.6	NA	111.0	294.0	NA	NA	µg/l	NA
Kubitza2005a	T20	7.0	T20	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	7.6	35.4	NA	5.18	14.3	NA	NA	hr	NA
Kubitza2005a	T20	7.0	T20	vd	rivaroxaban	plasma	HPLC MS	NA	NA	1.72	48	NA	0.95	2.78	NA	NA	l	NA
Kubitza2005a	T20	7.0	T20	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	12.4	36.1	NA	9.1	23.3	NA	NA	l/hr	NA
Kubitza2005a	T20	7.0	T20	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	1.5	0.5	4.0	NA	NA	hr	NA
Kubitza2005a	T30	7.0	T30	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	226.0	19	NA	NA	NA	NA	NA	µg/l	NA
Kubitza2005a	T30	7.0	T30	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	1994.0	18	NA	NA	NA	NA	NA	µg/l*hr	NA
Kubitza2005a	T30	7.0	T30	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	1.25	0.75	4.0	NA	NA	hr	NA
Kubitza2005a	T30	7.0	T30	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	10.8	89	NA	NA	NA	NA	NA	hr	NA
Kubitza2005a	T40	8.0	T40	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	2412.0	20.3	NA	1856.0	3143.0	NA	NA	µg/l*hr	NA
Kubitza2005a	T40	8.0	T40	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	234.0	36.5	NA	115.0	362.0	NA	NA	µg/l	NA
Kubitza2005a	T40	8.0	T40	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	8.88	51.6	NA	4.72	14.9	NA	NA	hr	NA
Kubitza2005a	T40	8.0	T40	vd	rivaroxaban	plasma	HPLC MS	NA	NA	2.5	44.2	NA	1.41	4.4	NA	NA	l	NA
Kubitza2005a	T40	8.0	T40	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	16.6	20.2	NA	12.7	21.6	NA	NA	l/hr	NA
Kubitza2005a	T40	8.0	T40	recovery	rivaroxaban	urine	HPLC MS	48.0	hr	19.8	5.66	NA	13.4	28.9	NA	NA	percent	NA
Kubitza2005a	T40	8.0	T40	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	1.5	1.0	4.0	NA	NA	hr	NA
Kubitza2005a	T60	7.0	T60	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	350.0	37	NA	NA	NA	NA	NA	µg/l	NA
Kubitza2005a	T60	7.0	T60	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	2412.0	20	NA	NA	NA	NA	NA	µg/l*hr	NA
Kubitza2005a	T60	7.0	T60	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	1.5	1.0	4.0	NA	NA	hr	NA
Kubitza2005a	T60	7.0	T60	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	8.88	52	NA	NA	NA	NA	NA	hr	NA
Kubitza2005a	T80	6.0	T80	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	3298.0	31	NA	2000.0	4784.0	NA	NA	µg/l*hr	NA
Kubitza2005a	T80	6.0	T80	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	316.0	40.7	NA	185.0	532.0	NA	NA	µg/l	NA
Kubitza2005a	T80	6.0	T80	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	17.4	68.5	NA	6.97	42.6	NA	NA	hr	NA
Kubitza2005a	T80	6.0	T80	vd	rivaroxaban	plasma	HPLC MS	NA	NA	7.66	55.2	NA	4.27	17.7	NA	NA	l	NA
Kubitza2005a	T80	6.0	T80	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	24.3	31	NA	16.7	40.0	NA	NA	l/hr	NA
Kubitza2005a	T80	6.0	T80	recovery	rivaroxaban	urine	HPLC MS	48.0	hr	10.9	1.56	NA	7.9	12.5	NA	NA	percent	NA
Kubitza2005a	T80	6.0	T80	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	2.0	0.5	4.0	NA	NA	hr	NA
Kubitza2005a	S5	6.0	S5	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	461.0	17.2	NA	348.0	587.0	NA	NA	µg/l*hr	NA
Kubitza2005a	S5	6.0	S5	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	119.0	18.5	NA	97.2	158.0	NA	NA	µg/l	NA
Kubitza2005a	S5	6.0	S5	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	3.24	8.4	NA	2.89	3.7	NA	NA	hr	NA
Kubitza2005a	S5	6.0	S5	vd	rivaroxaban	plasma	HPLC MS	NA	NA	0.605	18.3	NA	0.442	0.718	NA	NA	l	NA
Kubitza2005a	S5	6.0	S5	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	10.8	17.2	NA	8.51	14.4	NA	NA	l/hr	NA
Kubitza2005a	S5	6.0	S5	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	0.63	0.5	0.75	NA	NA	hr	NA
Kubitza2005a	S10	8.0	S10	auc_inf	rivaroxaban	plasma	HPLC MS	NA	NA	997.0	25.1	NA	613.0	1383.0	NA	NA	µg/l*hr	NA
Kubitza2005a	S10	8.0	S10	cmax	rivaroxaban	plasma	HPLC MS	NA	NA	266.0	25.1	NA	187.0	412.0	NA	NA	µg/l	NA
Kubitza2005a	S10	8.0	S10	thalf	rivaroxaban	plasma	HPLC MS	NA	NA	4.15	20.8	NA	2.87	5.13	NA	NA	hr	NA
Kubitza2005a	S10	8.0	S10	vd	rivaroxaban	plasma	HPLC MS	NA	NA	0.716	19.5	NA	0.532	0.965	NA	NA	l	NA
Kubitza2005a	S10	8.0	S10	oral-clearance	rivaroxaban	plasma	HPLC MS	NA	NA	10.0	25.1	NA	7.23	16.3	NA	NA	l/hr	NA
Kubitza2005a	S10	8.0	S10	tmax	rivaroxaban	plasma	HPLC MS	NA	NA	NA	NA	0.5	0.25	1.0	NA	NA	hr	NA
